point	county_name	state_name
36.758073162342214, -84.145177727119	Whitley County	Kentucky
38.04238727621351, -84.74359395999798	Woodford County	Kentucky
30.290571311028813, -92.41197509701804	Acadia Parish	Louisiana
32.41777040505192, -91.76350539195121	Richland Parish	Louisiana
29.905527891843132, -90.35822169380685	St. Charles Parish	Louisiana
30.126381290702838, -90.47095926351989	St. John the Baptist Parish	Louisiana
41.916118688488524, -85.05904433015523	Branch County	Michigan
42.94365230345019, -84.6015165639567	Clinton County	Michigan
45.933745803004896, -95.45350087718653	Douglas County	Minnesota
44.35426645892021, -93.29667851972219	Rice County	Minnesota
46.070626639561304, -94.89760281452995	Todd County	Minnesota
33.086293607006894, -89.58154166523077	Attala County	Mississippi
34.7404339103415, -88.23932329204912	Tishomingo County	Mississippi
31.640780649311065, -88.6957977985651	Wayne County	Mississippi
33.55432791810184, -86.89639789335479	Jefferson County	Alabama
34.76308974083023, -86.55020637505613	Madison County	Alabama
34.67783862714501, -91.20391508493984	Monroe County	Arkansas
37.02160594825992, -122.00978717314119	Santa Cruz County	California
39.57832893719485, -75.63897844387539	New Castle County	Delaware
38.683297216874344, -75.33954175800572	Sussex County	Delaware
27.3433797941485, -81.34103806830376	Highlands County	Florida
28.062653279077512, -81.14949021015724	Osceola County	Florida
32.36730935503107, -81.3413406997272	Effingham County	Georgia
34.63103328175968, -83.53112917861671	Habersham County	Georgia
37.60663020105783, -91.50788279586158	Dent County	Missouri
38.411146553752616, -91.074983143106	Franklin County	Missouri
36.77403408869251, -91.88654585802732	Howell County	Missouri
46.381301481633244, -109.17506215809938	Golden Valley County	Montana
47.64590612773153, -114.08937463105414	Lake County	Montana
46.86052854227702, -105.3780072921834	Prairie County	Montana
40.524468666844236, -98.5012089825241	Adams County	Nebraska
42.43002070747145, -99.9295065292644	Brown County	Nebraska
38.91228424824861, -119.61613912164891	Douglas County	Nevada
39.4470216276509, -119.52933294679917	Storey County	Nevada
40.56729674665463, -74.91224774165563	Hunterdon County	New Jersey
36.13062439089746, -80.25631997638365	Forsyth County	North Carolina
35.85803569990719, -82.70575806713029	Madison County	North Carolina
35.48681515324459, -83.49273870528161	Swain County	North Carolina
35.20217777057079, -82.79829991688392	Transylvania County	North Carolina
35.79031330865938, -78.65028025244231	Wake County	North Carolina
48.79221540190143, -100.8333320520631	Bottineau County	North Dakota
46.11259034633909, -103.5206712524167	Bowman County	North Dakota
47.587522828875805, -99.66091050827629	Wells County	North Dakota
39.49702232623089, -82.47924020809293	Hocking County	Ohio
38.59846866639792, -82.5367461731536	Lawrence County	Ohio
39.620373375600124, -81.85266198894666	Morgan County	Ohio
34.37364828015557, -96.03784797979345	Atoka County	Oklahoma
34.8760344490606, -95.25037332530987	Latimer County	Oklahoma
36.311647537303486, -98.53595133810568	Major County	Oklahoma
34.0245101516289, -96.76913453058913	Marshall County	Oklahoma
44.49179890575124, -123.42924907331185	Benton County	Oregon
45.18804623486969, -122.22084505217222	Clackamas County	Oregon
42.36549901569834, -123.55549754930988	Josephine County	Oregon
40.416914246293395, -77.98122642619535	Huntingdon County	Pennsylvania
44.67375898178549, -97.18833378660118	Hamlin County	South Dakota
35.603019761663674, -88.10877293481305	Decatur County	Tennessee
34.554068593614204, -83.29318738406702	Stephens County	Georgia
31.716384843164057, -83.62409292322711	Turner County	Georgia
33.40896389705509, -82.67676147959172	Warren County	Georgia
43.45109981075579, -116.24116671011281	Ada County	Idaho
46.67371940245668, -115.65690701927845	Clearwater County	Idaho
44.06154651700367, -116.39751888555679	Gem County	Idaho
43.002398685684724, -114.1382009592435	Lincoln County	Idaho
44.76663695352111, -115.56627910396074	Valley County	Idaho
39.33357545785079, -87.78771739608966	Clark County	Illinois
40.45623117664668, -90.67787767103538	McDonough County	Illinois
37.21893144846434, -88.70763906369518	Massac County	Illinois
40.010352653347326, -88.5910868157739	Piatt County	Illinois
38.31188568231679, -87.58456346234018	Gibson County	Indiana
39.823550462966864, -85.77323803446835	Hancock County	Indiana
41.324848915086335, -86.26176132224674	Marshall County	Indiana
38.9500959034702, -84.96503262386608	Ohio County	Indiana
41.50883906580746, -87.0733261754863	Porter County	Indiana
38.01400936727646, -87.00773468140824	Spencer County	Indiana
42.38518481184726, -94.64041355581249	Calhoun County	Iowa
42.383880266194005, -93.2404025030689	Hardin County	Iowa
41.68644235089367, -92.53146840679126	Poweshiek County	Iowa
41.02773041213845, -94.24237907364179	Union County	Iowa
41.334270881692596, -93.56145657162023	Warren County	Iowa
40.73946341760943, -93.32736949514127	Wayne County	Iowa
37.22883850963893, -98.68479069996368	Barber County	Kansas
32.973224911579656, -94.97847792608773	Camp County	Texas
34.529958319986896, -102.2616699675941	Castro County	Texas
34.96488399542525, -100.27006599125953	Collingsworth County	Texas
31.198871114424126, -99.34747845805845	McCulloch County	Texas
36.27841369589708, -100.81565402442237	Ochiltree County	Texas
30.579533571452448, -95.16690120300028	San Jacinto County	Texas
33.21660273074516, -94.96567213504723	Titus County	Texas
30.6475226789353, -97.60040382347331	Williamson County	Texas
41.269859915747965, -111.91334188067985	Weber County	Utah
37.40120859571477, -76.5229667849065	Gloucester County	Virginia
46.63543432797337, -91.1806847654528	Bayfield County	Wisconsin
44.94658389136494, -91.89640364880684	Dunn County	Wisconsin
43.015456932251354, -87.58054882719362	Milwaukee County	Wisconsin
-14.335555533270483, -170.78452734832237	Western District	American Samoa
18.131132039134812, -66.2643801010187	Aibonito Municipio	Puerto Rico
17.953003145499967, -66.38669383688382	Santa Isabel Municipio	Puerto Rico
34.45976657531942, -85.80414366195113	DeKalb County	Alabama
33.28087701484444, -88.08868811238918	Pickens County	Alabama
63.67151385713499, -150.01165736602815	Denali Borough	Alaska
64.83545051663589, -164.24432261957887	Nome Census Area	Alaska
33.267004632055254, -91.29367562537823	Chicot County	Arkansas
34.48576140009261, -94.2281750918385	Polk County	Arkansas
33.03959031547636, -115.3653370639466	Imperial County	California
37.191870510792405, -120.71768797455486	Merced County	California
38.68666880828158, -121.90111816318446	Yolo County	California
41.18513194310555, -73.20851153618166	Greater Bridgeport Planning Region	Connecticut
41.29447037292873, -72.83366622273105	South Central Connecticut Planning Region	Connecticut
29.67475512519289, -82.35770180512834	Alachua County	Florida
29.471142623853893, -81.29299148098055	Flagler County	Florida
31.326184363956987, -84.44466922209331	Baker County	Georgia
31.19687590755121, -81.98189229614258	Brantley County	Georgia
33.353358764322216, -84.76339125876954	Coweta County	Georgia
33.771589606698534, -84.22640053642967	DeKalb County	Georgia
33.48283288055837, -82.48139917099921	McDuffie County	Georgia
30.938777945632033, -84.86887029137301	Seminole County	Georgia
32.40388157474125, -82.56728283926059	Treutlen County	Georgia
43.411940484993934, -113.98014732427264	Blaine County	Idaho
42.770518007736285, -111.562215321252	Caribou County	Idaho
42.323059529648475, -88.8233757255434	Boone County	Illinois
41.89542883931132, -87.6461407910832	Cook County	Illinois
41.137718658809845, -87.86183165890678	Kankakee County	Illinois
40.93182787683324, -90.2132384061305	Knox County	Illinois
41.09338662461441, -89.79745557400823	Stark County	Illinois
38.35218301508172, -89.41047466828712	Washington County	Illinois
38.087487585227485, -88.1795747877179	White County	Illinois
40.788264400679644, -89.21132152254323	Woodford County	Illinois
41.02299843318363, -87.1161212096715	Jasper County	Indiana
41.33148767383824, -94.9278265195843	Cass County	Iowa
42.051666200387636, -95.95992342526735	Monona County	Iowa
41.63709798191892, -90.6232429229091	Scott County	Iowa
39.13253757806576, -97.65021590309657	Ottawa County	Kansas
38.347142824142196, -98.20102994270918	Rice County	Kansas
39.35143370709078, -101.71998078654595	Sherman County	Kansas
39.78420173309748, -97.08754366405797	Washington County	Kansas
36.554072074243095, -89.18759650558951	Fulton County	Kentucky
37.46081952101481, -86.34387645336581	Grayson County	Kentucky
37.30881996422401, -87.5408421189458	Hopkins County	Kentucky
36.890666016510735, -83.85404583332735	Knox County	Kentucky
30.206832543103168, -92.06390458196651	Lafayette Parish	Louisiana
30.068643556087803, -89.92812938075284	Orleans Parish	Louisiana
45.83736424086588, -69.2845234804387	Piscataquis County	Maine
46.6628779399549, -87.57352414123694	Marquette County	Michigan
43.64685675464063, -84.38810912752002	Midland County	Michigan
44.034585193564205, -94.06702977102869	Blue Earth County	Minnesota
44.24213984158011, -94.72757096933636	Brown County	Minnesota
46.89234907734764, -96.49065588518947	Clay County	Minnesota
43.67144413136554, -91.49283198882533	Houston County	Minnesota
45.44395982402444, -93.77459500163442	Sherburne County	Minnesota
45.17393098967401, -93.96306698262491	Wright County	Minnesota
33.79706848434821, -90.88056913516125	Bolivar County	Mississippi
32.87972306139244, -90.8132149157559	Sharkey County	Mississippi
31.913172146466046, -89.91948858258525	Simpson County	Mississippi
34.02821169695195, -89.70763193128185	Yalobusha County	Mississippi
37.65831854769234, -92.59035151013966	Laclede County	Missouri
37.87712851392264, -91.79236485780758	Phelps County	Missouri
39.79777605860528, -92.07661582384745	Shelby County	Missouri
47.263579923783006, -109.22448521981296	Fergus County	Montana
47.117540611972714, -108.2502169860342	Petroleum County	Montana
41.706784780570395, -98.06725549595639	Boone County	Nebraska
40.17576070125087, -97.14271555428653	Jefferson County	Nebraska
40.87238571526481, -97.13950973632562	Seward County	Nebraska
40.87274588946684, -97.59710688656692	York County	Nebraska
43.29699450433203, -71.02880263583187	Strafford County	New Hampshire
39.71726427889141, -75.14141274962682	Gloucester County	New Jersey
40.85714845071668, -74.99734955195402	Warren County	New Jersey
36.39009490027324, -78.97180520322848	Person County	North Carolina
35.006048189445785, -79.74777826573569	Richmond County	North Carolina
35.40259557680247, -81.91983307335443	Rutherford County	North Carolina
35.363959845555065, -78.00399699720516	Wayne County	North Carolina
36.206190151900024, -81.16296761407644	Wilkes County	North Carolina
46.93296424526724, -97.24802127650773	Cass County	North Dakota
46.45734451590522, -99.47741389346145	Logan County	North Dakota
38.824674773072445, -82.31690984671584	Gallia County	Ohio
41.01463788757352, -80.77629959950028	Mahoning County	Ohio
39.72734717170705, -81.08291782419795	Monroe County	Ohio
36.37906139495708, -97.782722708503	Garfield County	Oklahoma
34.11532378442718, -94.77139474490389	McCurtain County	Oklahoma
36.42271897764571, -99.26508066629245	Woodward County	Oklahoma
45.56009067747466, -123.09832195189006	Washington County	Oregon
40.481092750301364, -78.34838687503535	Blair County	Pennsylvania
40.65195751214068, -79.08756398088826	Indiana County	Pennsylvania
40.6104149777965, -77.61702969868584	Mifflin County	Pennsylvania
41.74489164524307, -77.8958209373295	Potter County	Pennsylvania
32.420584113133025, -81.02211381024543	Jasper County	South Carolina
34.68953803689118, -81.61908723503502	Union County	South Carolina
45.0710105213993, -99.1452534785722	Faulk County	South Dakota
44.71556401564743, -100.1322454144849	Sully County	South Dakota
36.40351290203292, -84.14938476509336	Campbell County	Tennessee
36.29272061637032, -82.12747844425236	Carter County	Tennessee
36.45493698810442, -81.8517718465322	Johnson County	Tennessee
35.51288501613779, -84.81329402765135	Meigs County	Tennessee
31.773207012279997, -99.45363776526929	Coleman County	Texas
33.20553114396126, -97.11681518550849	Denton County	Texas
32.348435221783944, -96.79463969558793	Ellis County	Texas
35.40116328678154, -100.81255809590843	Gray County	Texas
36.277716922605414, -100.27311546659172	Lipscomb County	Texas
32.306030178308994, -101.95121690947366	Martin County	Texas
30.7863025406302, -96.97682647475303	Milam County	Texas
30.498293079120664, -100.53818762353855	Sutton County	Texas
31.85004451503735, -103.0481690596467	Winkler County	Texas
33.176695631901815, -98.68776674561863	Young County	Texas
43.58015285540009, -73.0363742363351	Rutland County	Vermont
43.579868182639814, -72.58615116981508	Windsor County	Vermont
37.93917457490924, -76.94106578953233	Essex County	Virginia
36.99195528541001, -79.8810640821679	Franklin County	Virginia
37.71863577050188, -76.8952822104566	King and Queen County	Virginia
37.124978094830325, -81.56059666911479	Tazewell County	Virginia
36.5831914287654, -79.40880716478287	Danville city	Virginia
37.291486264338786, -77.29849206202009	Hopewell city	Virginia
46.457026541651196, -120.73849055945567	Yakima County	Washington
39.11359522378718, -79.56497466612774	Tucker County	West Virginia
44.37983214970333, -91.75446957517705	Buffalo County	Wisconsin
42.26380143432327, -110.65594732187027	Lincoln County	Wyoming
42.96224044069027, -106.7984939072243	Natrona County	Wyoming
18.375555576365752, -65.80024304838658	Río Grande Municipio	Puerto Rico
18.128174120643692, -66.47280383690506	Villalba Municipio	Puerto Rico
18.079565569877566, -66.85828282261257	Yauco Municipio	Puerto Rico
36.62868255025123, -94.3483483320878	McDonald County	Missouri
38.46036502689224, -91.86183799744973	Osage County	Missouri
41.577886964937356, -96.6539840134722	Dodge County	Nebraska
40.8730326262155, -98.02286543506958	Hamilton County	Nebraska
41.91692372082018, -97.19391513938791	Stanton County	Nebraska
41.40684654492604, -118.11196588139589	Humboldt County	Nevada
39.08509826243267, -74.84997710870073	Cape May County	New Jersey
44.117217590131276, -73.7727094460344	Essex County	New York
43.11384684047464, -74.42217483541604	Fulton County	New York
43.000933309888474, -78.19371163045452	Genesee County	New York
35.95303859114488, -81.54643759038511	Caldwell County	North Carolina
35.40811859149077, -76.14496517950849	Hyde County	North Carolina
35.28758638050529, -83.14084943989181	Jackson County	North Carolina
34.64024616445701, -79.10386119213337	Robeson County	North Carolina
35.869407108761536, -76.17045230046331	Tyrrell County	North Carolina
41.470599945246974, -82.57634607729209	Erie County	Ohio
36.766932251156994, -98.86512752523309	Woods County	Oklahoma
42.46658064655208, -124.21522053580485	Curry County	Oregon
42.686408911789776, -121.65012103371704	Klamath County	Oregon
40.812097409443254, -79.46458421010313	Armstrong County	Pennsylvania
40.3109290779684, -79.46677978447752	Westmoreland County	Pennsylvania
34.16329373209641, -80.25452409650997	Lee County	South Carolina
34.602060372392096, -79.67872263667638	Marlboro County	South Carolina
45.17193497824131, -96.76769473418884	Grant County	South Dakota
42.832486041861785, -96.65609049155323	Union County	South Dakota
44.98041192216828, -101.66585713729248	Ziebach County	South Dakota
35.20686836022984, -88.9930849599191	Hardeman County	Tennessee
37.054034031662304, -88.71280025237974	McCracken County	Kentucky
37.75337846226096, -85.17474657903351	Washington County	Kentucky
30.652961501063196, -92.82805852910856	Allen Parish	Louisiana
32.67843453446294, -93.60492969405398	Bossier Parish	Louisiana
32.05545255120353, -93.73728368569755	De Soto Parish	Louisiana
31.108331869137682, -93.18428318507151	Vernon Parish	Louisiana
32.713461999829256, -93.33504657591361	Webster Parish	Louisiana
44.969459167147974, -67.6090594718881	Washington County	Maine
41.301240611537594, -70.12811316999479	Nantucket County	Massachusetts
42.94509379403213, -85.07460309512716	Ionia County	Michigan
43.0901473934724, -83.22178373194593	Lapeer County	Michigan
44.34280037262817, -86.36411279655634	Manistee County	Michigan
42.66039976535989, -83.38581748758334	Oakland County	Michigan
42.28474530713118, -83.26113296523515	Wayne County	Michigan
45.42610635448825, -96.41094744759383	Big Stone County	Minnesota
48.77127884566349, -94.90453183478424	Lake of the Woods County	Minnesota
44.3714431137223, -93.73011491470263	Le Sueur County	Minnesota
45.12311068039135, -94.52733615315938	Meeker County	Minnesota
47.58986773837106, -92.46148869676924	St. Louis County	Minnesota
32.40025820751245, -89.11878498462231	Newton County	Mississippi
34.225442105653904, -89.03741004455993	Pontotoc County	Mississippi
33.61306792240073, -89.28482576351567	Webster County	Mississippi
31.431827014045027, -85.61103680105909	Dale County	Alabama
33.29378735652631, -85.45907017672714	Randolph County	Alabama
59.86320760080121, -140.38101854901475	Yakutat City and Borough	Alaska
36.38166373712739, -91.81824541196707	Fulton County	Arkansas
36.01097300776261, -93.72457315485966	Madison County	Arkansas
35.57404079445407, -90.66294850678153	Poinsett County	Arkansas
34.86070226828362, -94.0632737345025	Scott County	Arkansas
37.19360938539546, -107.04828825885505	Archuleta County	Colorado
40.66641914191403, -105.46114604666754	Larimer County	Colorado
26.956387198019012, -81.18898522976119	Glades County	Florida
30.444143167635538, -83.47012273105071	Madison County	Florida
30.615371287161196, -86.59333353573464	Okaloosa County	Florida
26.64755593811638, -80.43651750326946	Palm Beach County	Florida
29.974266143026245, -83.64127263883479	Taylor County	Florida
32.58976205034159, -82.30170837410613	Emanuel County	Georgia
34.225531484336486, -84.12505240046623	Forsyth County	Georgia
33.79423349939498, -85.21102634397924	Haralson County	Georgia
33.3217675644516, -83.37284125994454	Putnam County	Georgia
33.65423564509956, -84.0266086973089	Rockdale County	Georgia
31.457437888001607, -83.5265942079953	Tift County	Georgia
31.551464509879022, -81.91680483551548	Wayne County	Georgia
46.81617611745729, -116.71172319269976	Latah County	Idaho
42.325322564238206, -87.63118486603265	Lake County	Illinois
38.71994795051949, -87.72672969161398	Lawrence County	Illinois
40.2396221952781, -89.9168141105044	Mason County	Illinois
37.22317017001472, -89.12658676540066	Pulaski County	Illinois
38.052082633198296, -89.82517625914562	Randolph County	Illinois
41.046963325821615, -86.26358368435339	Fulton County	Indiana
42.03650169210488, -93.93164007595021	Boone County	Iowa
41.67152501077654, -91.5881020375162	Johnson County	Iowa
41.685394359268805, -93.57343278188164	Polk County	Iowa
37.191327345898, -95.2975760633364	Labette County	Kansas
38.21227190896765, -94.84293208724876	Linn County	Kansas
38.47941879429673, -99.91617979491782	Ness County	Kansas
38.95329133947829, -96.20500461320461	Wabaunsee County	Kansas
34.96492556383258, -101.35740435077282	Armstrong County	Texas
32.74369415721805, -101.43174886082548	Borden County	Texas
31.390905437856095, -97.79921990766334	Coryell County	Texas
29.082081279214645, -97.35677836092417	DeWitt County	Texas
34.96541766437458, -100.81399159628208	Donley County	Texas
33.17554850175691, -95.21841939698857	Franklin County	Texas
28.905738973812362, -97.85940179298584	Karnes County	Texas
31.49519122902161, -98.59545841248513	Mills County	Texas
30.300208273563975, -95.5030085461777	Montgomery County	Texas
32.75318030164376, -98.31302147622644	Palo Pinto County	Texas
31.394220169726687, -94.16819405668234	San Augustine County	Texas
30.22496146848256, -102.07648666478293	Terrell County	Texas
34.08072618088125, -99.24105479072364	Wilbarger County	Texas
38.33666375389973, -112.12719022723944	Piute County	Utah
36.92175197652512, -77.26179453196855	Sussex County	Virginia
36.7777631842266, -76.01632809509314	Virginia Beach city	Virginia
39.17350564255566, -78.17464310936612	Winchester city	Virginia
46.22984315533054, -118.47840326691646	Walla Walla County	Washington
37.40551475656027, -81.11144432711617	Mercer County	West Virginia
38.77472297789036, -79.87579572860433	Randolph County	West Virginia
38.71402551578796, -81.348349430785	Roane County	West Virginia
37.6558699874196, -80.85857460741667	Summers County	West Virginia
43.239462291253346, -90.93104793529709	Crawford County	Wisconsin
44.72677470759027, -91.28598165719097	Eau Claire County	Wisconsin
42.867481861187805, -90.70622054520045	Grant County	Wisconsin
45.68038365458781, -90.3614495025241	Price County	Wisconsin
18.304320328399207, -66.32789648356636	Corozal Municipio	Puerto Rico
18.343826602385334, -66.11405043810196	Guaynabo Municipio	Puerto Rico
18.266411206199713, -65.97926849341795	Gurabo Municipio	Puerto Rico
36.21715156301976, -83.26666251035999	Hamblen County	Tennessee
36.52364551902461, -83.22182583274903	Hancock County	Tennessee
37.38403726530195, -89.68444128918217	Cape Girardeau County	Missouri
39.31051996628266, -94.4208721886122	Clay County	Missouri
39.38034058354646, -94.77375431712129	Platte County	Missouri
37.89440441541895, -90.1944235640392	Ste. Genevieve County	Missouri
36.654749642075444, -93.04112098415685	Taney County	Missouri
45.13269983610856, -112.89882012734701	Beaverhead County	Montana
48.78383264756826, -105.54860871252734	Daniels County	Montana
47.122442871895956, -112.39045507111462	Lewis and Clark County	Montana
41.56744015481798, -98.52124456029387	Greeley County	Nebraska
34.91257794106224, -107.99972445517848	Cibola County	New Mexico
42.16022161162153, -75.81957016147327	Broome County	New York
40.73214585362227, -73.58558546783067	Nassau County	New York
42.45201879314493, -76.473654583133	Tompkins County	New York
36.35863564647721, -76.98071453503509	Hertford County	North Carolina
35.27927904600266, -82.16967793221372	Polk County	North Carolina
34.98835734312932, -80.53074015336367	Union County	North Carolina
47.457077477548594, -98.88298516422724	Foster County	North Dakota
46.98010168885262, -99.78009134291071	Kidder County	North Dakota
46.44723708837085, -103.4598758773156	Slope County	North Dakota
40.09160879034784, -82.483098297209	Licking County	Ohio
41.167688859980515, -81.19740257383216	Portage County	Ohio
41.02208070873152, -84.13173167470488	Putnam County	Ohio
41.560287643469074, -84.5881379485949	Williams County	Ohio
34.02662374568826, -95.55218021957884	Choctaw County	Oklahoma
36.74830508609855, -102.51772365820513	Cimarron County	Oklahoma
40.33694830028797, -75.10687349828434	Bucks County	Pennsylvania
40.1636517152016, -77.26548435343932	Cumberland County	Pennsylvania
39.972500850032965, -79.02833992555287	Somerset County	Pennsylvania
45.7086007839789, -101.19686913918235	Corson County	South Dakota
44.021951305595906, -97.61024519385651	Miner County	South Dakota
36.17535100460113, -82.84582633685524	Greene County	Tennessee
35.388366746412125, -85.7225827276677	Grundy County	Tennessee
30.788372719114644, -98.18234039481361	Burnet County	Texas
32.29765572047308, -99.37348838951496	Callahan County	Texas
29.583050974648312, -97.94858478646074	Guadalupe County	Texas
28.742590133866663, -100.31451415508549	Maverick County	Texas
32.303490220636654, -100.40605254521107	Nolan County	Texas
30.12131356021064, -93.89387642244293	Orange County	Texas
33.1738126326119, -102.33519665006834	Terry County	Texas
28.86621147330658, -99.76059582250407	Zavala County	Texas
39.70270454312894, -112.7847748495057	Juab County	Utah
40.66730730852535, -111.92360577876961	Salt Lake County	Utah
37.76010099151199, -77.49095463389268	Hanover County	Virginia
38.81845297295251, -77.08620346666554	Alexandria city	Virginia
48.1102915780219, -123.93421386392717	Clallam County	Washington
39.605263227861336, -80.6390977469313	Wetzel County	West Virginia
43.90499701459652, -107.68286086410758	Washakie County	Wyoming
18.118369275245602, 145.6310905900045	Northern Islands Municipality	Commonwealth of the Northern Mariana Islands
18.288417512237462, -66.25255113571924	Naranjito Municipio	Puerto Rico
17.972954046365416, -66.26197576954817	Salinas Municipio	Puerto Rico
59.55999200058337, -135.3366726106415	Skagway Municipality	Alaska
63.87615506941216, -143.21298067679254	Southeast Fairbanks Census Area	Alaska
35.39955024130982, -110.32141936976086	Navajo County	Arizona
36.30863925231514, -93.09153522537028	Boone County	Arkansas
33.5580689997303, -92.50302270694206	Calhoun County	Arkansas
34.05092589495581, -93.17635075522448	Clark County	Arkansas
33.59336827007845, -92.88192307138615	Ouachita County	Arkansas
33.99723628864575, -94.2412841939469	Sevier County	Arkansas
38.506963104690044, -122.33063682118487	Napa County	California
37.75971696985783, -122.69395766824199	San Francisco County	California
39.761978837398495, -104.87576876498075	Denver County	Colorado
26.15213151880994, -80.46045703300865	Broward County	Florida
30.458037771951194, -84.27788163705402	Leon County	Florida
27.948871487841203, -81.69768552795993	Polk County	Florida
29.063447798651353, -81.14857446811354	Volusia County	Florida
31.22531953664098, -84.19430913594725	Mitchell County	Georgia
37.29992634853871, -85.88471004171636	Hart County	Kentucky
37.215792229599344, -87.14204173712514	Muhlenberg County	Kentucky
38.21543804308402, -85.19477704340723	Shelby County	Kentucky
31.44585896397533, -91.64004292034066	Concordia Parish	Louisiana
32.13328146756031, -91.67383206025909	Franklin Parish	Louisiana
39.52889464676306, -79.27299324943942	Garrett County	Maryland
42.583115156804, -72.5918578713921	Franklin County	Massachusetts
43.91006834931712, -82.85550820066734	Huron County	Michigan
43.44331158425888, -82.64575385443385	Sanilac County	Michigan
42.953733850378434, -84.14673106104098	Shiawassee County	Michigan
47.97377211755306, -94.93761584671988	Beltrami County	Minnesota
45.56149047753979, -93.29516322051482	Isanti County	Minnesota
47.50951650407993, -93.63196279062696	Itasca County	Minnesota
44.00378333947807, -92.40178764730494	Olmsted County	Minnesota
46.40882163903838, -95.7080446793565	Otter Tail County	Minnesota
48.06622672006502, -96.03670798205104	Pennington County	Minnesota
45.01711052839704, -93.09956737358847	Ramsey County	Minnesota
33.92079993279709, -88.9478639250986	Chickasaw County	Mississippi
34.35675792484352, -89.48491954783661	Lafayette County	Mississippi
31.161067690726696, -91.31091796339693	Wilkinson County	Mississippi
39.655751068447714, -93.9827993554278	Caldwell County	Missouri
32.88126982818081, -84.29934312878704	Upson County	Georgia
34.7356067443916, -85.30096734959803	Walker County	Georgia
20.867735446848712, -156.61705885185907	Maui County	Hawaii
42.69365598670712, -112.84065595241621	Power County	Idaho
38.829744254584796, -89.90493023256606	Madison County	Illinois
40.761491668528734, -86.34594632801263	Cass County	Indiana
38.47722139791406, -85.70713407622127	Clark County	Indiana
41.59738436178285, -85.85875540187104	Elkhart County	Indiana
40.07247912451998, -86.05202810955174	Hamilton County	Indiana
41.47221000581741, -87.37639166645818	Lake County	Indiana
39.10345472468191, -85.26238625265633	Ripley County	Indiana
41.02898375514442, -94.69918499500541	Adams County	Iowa
42.4712209421585, -91.36734166279403	Delaware County	Iowa
43.35643162935257, -92.78905338661927	Mitchell County	Iowa
42.73784740528968, -96.2140274859418	Plymouth County	Iowa
40.7374324737311, -94.69641457053245	Taylor County	Iowa
37.16930587873732, -94.84626906989438	Cherokee County	Kansas
39.04532815429022, -98.20769864183742	Lincoln County	Kansas
31.24849231631617, -86.45124248292383	Covington County	Alabama
32.325973723264994, -87.10647625137618	Dallas County	Alabama
32.63846570032919, -87.29440074586819	Perry County	Alabama
60.84901077585679, -160.19583357240734	Bethel Census Area	Alaska
60.61008425623175, -146.1305414818945	Chugach Census Area	Alaska
34.59984417401402, -112.55373560088869	Yavapai County	Arizona
36.28716782603434, -92.33696514251426	Baxter County	Arkansas
33.21429376334343, -93.22733875063292	Columbia County	Arkansas
36.11768027478849, -90.55905716542959	Greene County	Arkansas
36.26836248972482, -92.68421237667317	Marion County	Arkansas
35.97905505923505, -94.21561198811685	Washington County	Arkansas
38.59725069095528, -119.82065298919306	Alpine County	California
39.10005669741163, -122.75338784605364	Lake County	California
39.649770402928965, -104.33927653516247	Arapahoe County	Colorado
40.10261499616534, -106.11835842375005	Grand County	Colorado
37.31583847661526, -104.0386998099608	Las Animas County	Colorado
36.512915508972725, -82.30414228084246	Sullivan County	Tennessee
31.813325671595596, -95.65254695587313	Anderson County	Texas
29.747204922679998, -99.24624424115876	Bandera County	Texas
26.15134122520825, -97.45296810958548	Cameron County	Texas
33.97461494006222, -99.77798488381343	Foard County	Texas
27.731338057352115, -98.08988641424794	Jim Wells County	Texas
34.965856932007654, -101.89694456050432	Randall County	Texas
31.323186081440397, -103.69316742398959	Reeves County	Texas
38.98195825302076, -109.56979202926104	Grand County	Utah
37.13398633390683, -81.13021384108752	Bland County	Virginia
38.48603898212537, -77.95582093499377	Culpeper County	Virginia
37.72198558105555, -77.9156857577611	Goochland County	Virginia
37.55018699932928, -77.91519403169761	Powhatan County	Virginia
38.88472580801216, -77.17516330677128	Falls Church city	Virginia
38.159299973747316, -79.06111640862211	Staunton city	Virginia
47.144408971264305, -123.8286208227218	Grays Harbor County	Washington
47.03760539058801, -122.13722295010203	Pierce County	Washington
38.02299664078125, -81.71121247625726	Boone County	West Virginia
38.769735686726044, -82.02653804012662	Mason County	West Virginia
39.630283931558395, -80.04654407531193	Monongalia County	West Virginia
39.33599345126872, -80.04618395243283	Taylor County	West Virginia
37.60961172819908, -81.54917739217426	Wyoming County	West Virginia
43.06729014194856, -89.4181226603198	Dane County	Wisconsin
43.02081416695531, -88.77586587277536	Jefferson County	Wisconsin
44.41609186896077, -88.46493243082229	Outagamie County	Wisconsin
43.37564041726907, -90.42948352997492	Richland County	Wisconsin
44.588603540241486, -104.56992964865375	Crook County	Wyoming
42.76690661512262, -109.91470600871953	Sublette County	Wyoming
18.47153197819671, -66.55946183445991	Barceloneta Municipio	Puerto Rico
18.362209366973385, -65.60656091846835	Fajardo Municipio	Puerto Rico
18.210644991938363, -66.58844579421466	Jayuya Municipio	Puerto Rico
18.435393350697392, -66.33559622392588	Vega Alta Municipio	Puerto Rico
36.27213688997898, -90.09091222347944	Dunklin County	Missouri
46.08167420574004, -114.12075883588068	Ravalli County	Montana
