"Notes"	"Cancer Sites"	"Cancer Sites Code"	"States"	"States Code"	Count	Population	Age-Adjusted Rate
	"Cranial Nerves Other Nervous System"	"31040"	"Washington"	"53"	38	7427951	0.5
	"Cranial Nerves Other Nervous System"	"31040"	"Wisconsin"	"55"	23	5793147	0.4
	"Endocrine System"	"32010-32020"	"Alabama"	"01"	567	4877989	10.8
	"Endocrine System"	"32010-32020"	"Alaska"	"02"	105	740983	14.0
	"Endocrine System"	"32010-32020"	"Arizona"	"04"	963	7048088	13.2
	"Endocrine System"	"32010-32020"	"Arkansas"	"05"	406	3003855	12.7
	"Endocrine System"	"32010-32020"	"California"	"06"	5553	39337785	13.5
	"Endocrine System"	"32010-32020"	"Colorado"	"08"	859	5617421	14.7
	"Endocrine System"	"32010-32020"	"Connecticut"	"09"	673	3575324	17.9
	"Endocrine System"	"32010-32020"	"Delaware"	"10"	152	957942	14.9
	"Endocrine System"	"32010-32020"	"District of Columbia"	"11"	96	697079	13.4
	"Endocrine System"	"32010-32020"	"Florida"	"12"	3027	20977089	13.1
	"Endocrine System"	"32010-32020"	"Georgia"	"13"	1388	10417031	12.8
	"Endocrine System"	"32010-32020"	"Hawaii"	"15"	217	1425763	14.8
	"Endocrine System"	"32010-32020"	"Idaho"	"16"	230	1719745	13.1
	"Endocrine System"	"32010-32020"	"Illinois"	"17"	1912	12779893	14.0
	"Endocrine System"	"32010-32020"	"Indiana"	"18"	888	6662068	13.0
	"Endocrine System"	"32010-32020"	"Iowa"	"19"	449	3143734	13.8
	"Endocrine System"	"32010-32020"	"Kansas"	"20"	450	2910892	15.2
	"Endocrine System"	"32010-32020"	"Kentucky"	"21"	794	4455590	16.7
	"Endocrine System"	"32010-32020"	"Louisiana"	"22"	738	4673673	15.1
	"Endocrine System"	"32010-32020"	"Maine"	"23"	219	1335743	14.7
	"Endocrine System"	"32010-32020"	"Maryland"	"24"	877	6028186	13.6
	"Endocrine System"	"32010-32020"	"Massachusetts"	"25"	1364	6863560	18.4
	"Endocrine System"	"32010-32020"	"Michigan"	"26"	1325	9976752	12.5
	"Endocrine System"	"32010-32020"	"Minnesota"	"27"	748	5569283	13.0
	"Endocrine System"	"32010-32020"	"Mississippi"	"28"	301	2990674	9.6
	"Endocrine System"	"32010-32020"	"Missouri"	"29"	808	6111382	12.5
	"Endocrine System"	"32010-32020"	"Montana"	"30"	163	1053862	14.7
	"Endocrine System"	"32010-32020"	"Nebraska"	"31"	325	1916998	17.0
	"Endocrine System"	"32010-32020"	"Nevada"	"32"	458	2972097	14.5
	"Endocrine System"	"32010-32020"	"New Hampshire"	"33"	204	1350395	13.5
	"Endocrine System"	"32010-32020"	"New Jersey"	"34"	1827	8888147	18.8
	"Endocrine System"	"32010-32020"	"New Mexico"	"35"	343	2092844	15.3
	"Endocrine System"	"32010-32020"	"New York"	"36"	4111	19593849	19.6
	"Endocrine System"	"32010-32020"	"North Carolina"	"37"	1305	10275758	12.0
	"Endocrine System"	"32010-32020"	"North Dakota"	"38"	132	756755	18.1
	"Endocrine System"	"32010-32020"	"Ohio"	"39"	1946	11665706	15.7
	"Endocrine System"	"32010-32020"	"Oklahoma"	"40"	544	3933602	13.6
	"Endocrine System"	"32010-32020"	"Oregon"	"41"	601	4147294	13.4
	"Endocrine System"	"32010-32020"	"Pennsylvania"	"42"	2622	12794679	18.9
	"Endocrine System"	"32010-32020"	"Rhode Island"	"44"	185	1056554	16.4
	"Endocrine System"	"32010-32020"	"South Carolina"	"45"	601	5027102	11.1
	"Endocrine System"	"32010-32020"	"South Dakota"	"46"	116	873732	13.5
	"Endocrine System"	"32010-32020"	"Tennessee"	"47"	894	6714748	12.3
	"Endocrine System"	"32010-32020"	"Texas"	"48"	3376	28291024	11.9
	"Endocrine System"	"32010-32020"	"Utah"	"49"	439	3103540	15.4
	"Endocrine System"	"32010-32020"	"Vermont"	"50"	107	625132	16.1
	"Endocrine System"	"32010-32020"	"Virginia"	"51"	1190	8471011	13.2
	"Endocrine System"	"32010-32020"	"Washington"	"53"	1045	7427951	13.4
	"Endocrine System"	"32010-32020"	"West Virginia"	"54"	370	1818683	18.8
	"Endocrine System"	"32010-32020"	"Wisconsin"	"55"	914	5793147	14.9
	"Endocrine System"	"32010-32020"	"Wyoming"	"56"	96	579994	16.2
	"Thyroid"	"32010"	"Alabama"	"01"	523	4877989	9.9
	"Thyroid"	"32010"	"Alaska"	"02"	97	740983	12.9
	"Thyroid"	"32010"	"Arizona"	"04"	911	7048088	12.5
	"Thyroid"	"32010"	"Arkansas"	"05"	381	3003855	12.0
	"Thyroid"	"32010"	"California"	"06"	5261	39337785	12.8
	"Thyroid"	"32010"	"Colorado"	"08"	819	5617421	14.0
	"Thyroid"	"32010"	"Connecticut"	"09"	638	3575324	17.1
	"Thyroid"	"32010"	"Delaware"	"10"	140	957942	13.7
	"Thyroid"	"32010"	"District of Columbia"	"11"	89	697079	12.4
	"Thyroid"	"32010"	"Florida"	"12"	2834	20977089	12.3
	"Thyroid"	"32010"	"Georgia"	"13"	1296	10417031	11.9
	"Thyroid"	"32010"	"Hawaii"	"15"	210	1425763	14.3
	"Thyroid"	"32010"	"Idaho"	"16"	219	1719745	12.6
	"Thyroid"	"32010"	"Illinois"	"17"	1796	12779893	13.2
	"Thyroid"	"32010"	"Indiana"	"18"	839	6662068	12.3
	"Thyroid"	"32010"	"Iowa"	"19"	423	3143734	13.1
	"Thyroid"	"32010"	"Kansas"	"20"	425	2910892	14.5
	"Thyroid"	"32010"	"Kentucky"	"21"	758	4455590	16.0
	"Thyroid"	"32010"	"Louisiana"	"22"	699	4673673	14.4
	"Thyroid"	"32010"	"Maine"	"23"	201	1335743	13.8
	"Thyroid"	"32010"	"Maryland"	"24"	806	6028186	12.5
	"Thyroid"	"32010"	"Massachusetts"	"25"	1295	6863560	17.5
	"Thyroid"	"32010"	"Michigan"	"26"	1226	9976752	11.6
	"Thyroid"	"32010"	"Minnesota"	"27"	701	5569283	12.2
	"Thyroid"	"32010"	"Mississippi"	"28"	280	2990674	8.9
	"Thyroid"	"32010"	"Missouri"	"29"	762	6111382	11.8
	"Thyroid"	"32010"	"Montana"	"30"	152	1053862	13.8
	"Thyroid"	"32010"	"Nebraska"	"31"	310	1916998	16.3
	"Thyroid"	"32010"	"Nevada"	"32"	433	2972097	13.8
	"Thyroid"	"32010"	"New Hampshire"	"33"	195	1350395	12.9
	"Thyroid"	"32010"	"New Jersey"	"34"	1732	8888147	17.9
	"Thyroid"	"32010"	"New Mexico"	"35"	332	2092844	14.8
	"Thyroid"	"32010"	"New York"	"36"	3889	19593849	18.6
	"Thyroid"	"32010"	"North Carolina"	"37"	1209	10275758	11.1
	"Thyroid"	"32010"	"North Dakota"	"38"	126	756755	17.3
	"Thyroid"	"32010"	"Ohio"	"39"	1851	11665706	14.9
	"Thyroid"	"32010"	"Oklahoma"	"40"	503	3933602	12.6
	"Thyroid"	"32010"	"Oregon"	"41"	561	4147294	12.6
	"Thyroid"	"32010"	"Pennsylvania"	"42"	2490	12794679	18.0
	"Thyroid"	"32010"	"Rhode Island"	"44"	175	1056554	15.3
	"Thyroid"	"32010"	"South Carolina"	"45"	560	5027102	10.3
	"Thyroid"	"32010"	"South Dakota"	"46"	110	873732	12.8
	"Thyroid"	"32010"	"Tennessee"	"47"	823	6714748	11.3
	"Thyroid"	"32010"	"Texas"	"48"	3156	28291024	11.2
	"Thyroid"	"32010"	"Utah"	"49"	424	3103540	14.9
	"Thyroid"	"32010"	"Vermont"	"50"	96	625132	14.5
	"Thyroid"	"32010"	"Virginia"	"51"	1125	8471011	12.5
	"Thyroid"	"32010"	"Washington"	"53"	995	7427951	12.7
	"Thyroid"	"32010"	"West Virginia"	"54"	358	1818683	18.2
	"Thyroid"	"32010"	"Wisconsin"	"55"	867	5793147	14.1
	"Thyroid"	"32010"	"Wyoming"	"56"	93	579994	15.7
	"Other Endocrine including Thymus"	"32020"	"Alabama"	"01"	44	4877989	0.8
	"Other Endocrine including Thymus"	"32020"	"Arizona"	"04"	52	7048088	0.7
	"Other Endocrine including Thymus"	"32020"	"Arkansas"	"05"	25	3003855	0.7
	"Other Endocrine including Thymus"	"32020"	"California"	"06"	292	39337785	0.7
	"Other Endocrine including Thymus"	"32020"	"Colorado"	"08"	40	5617421	0.6
	"Other Endocrine including Thymus"	"32020"	"Connecticut"	"09"	35	3575324	0.8
	"Other Endocrine including Thymus"	"32020"	"Florida"	"12"	193	20977089	0.8
	"Other Endocrine including Thymus"	"32020"	"Georgia"	"13"	92	10417031	0.8
	"Other Endocrine including Thymus"	"32020"	"Illinois"	"17"	116	12779893	0.8
	"Other Endocrine including Thymus"	"32020"	"Indiana"	"18"	49	6662068	0.7
	"Other Endocrine including Thymus"	"32020"	"Iowa"	"19"	26	3143734	0.7
	"Other Endocrine including Thymus"	"32020"	"Kansas"	"20"	25	2910892	0.8
	"Other Endocrine including Thymus"	"32020"	"Kentucky"	"21"	36	4455590	0.8
	"Other Endocrine including Thymus"	"32020"	"Louisiana"	"22"	39	4673673	0.7
	"Other Endocrine including Thymus"	"32020"	"Maine"	"23"	18	1335743	0.9
	"Other Endocrine including Thymus"	"32020"	"Maryland"	"24"	71	6028186	1.0
	"Other Endocrine including Thymus"	"32020"	"Massachusetts"	"25"	69	6863560	1.0
	"Other Endocrine including Thymus"	"32020"	"Michigan"	"26"	99	9976752	0.9
	"Other Endocrine including Thymus"	"32020"	"Minnesota"	"27"	47	5569283	0.7
	"Other Endocrine including Thymus"	"32020"	"Mississippi"	"28"	21	2990674	0.7
	"Other Endocrine including Thymus"	"32020"	"Missouri"	"29"	46	6111382	0.7
	"Other Endocrine including Thymus"	"32020"	"Nevada"	"32"	25	2972097	0.8
	"Other Endocrine including Thymus"	"32020"	"New Jersey"	"34"	95	8888147	0.9
	"Other Endocrine including Thymus"	"32020"	"New York"	"36"	222	19593849	1.0
	"Other Endocrine including Thymus"	"32020"	"North Carolina"	"37"	96	10275758	0.9
	"Other Endocrine including Thymus"	"32020"	"Ohio"	"39"	95	11665706	0.8
	"Other Endocrine including Thymus"	"32020"	"Oklahoma"	"40"	41	3933602	1.0
	"Other Endocrine including Thymus"	"32020"	"Oregon"	"41"	40	4147294	0.8
	"Other Endocrine including Thymus"	"32020"	"Pennsylvania"	"42"	132	12794679	0.9
	"Other Endocrine including Thymus"	"32020"	"South Carolina"	"45"	41	5027102	0.7
	"Other Endocrine including Thymus"	"32020"	"Tennessee"	"47"	71	6714748	0.9
	"Other Endocrine including Thymus"	"32020"	"Texas"	"48"	220	28291024	0.8
	"Other Endocrine including Thymus"	"32020"	"Virginia"	"51"	65	8471011	0.7
	"Other Endocrine including Thymus"	"32020"	"Washington"	"53"	50	7427951	0.6
	"Other Endocrine including Thymus"	"32020"	"Wisconsin"	"55"	47	5793147	0.8
	"Lymphomas"	"33011-33042"	"Alabama"	"01"	1099	4877989	18.8
	"Lymphomas"	"33011-33042"	"Alaska"	"02"	145	740983	20.2
	"Lymphomas"	"33011-33042"	"Arizona"	"04"	1471	7048088	17.2
	"Lymphomas"	"33011-33042"	"Arkansas"	"05"	771	3003855	21.6
	"Lymphomas"	"33011-33042"	"California"	"06"	8550	39337785	20.0
	"Lymphomas"	"33011-33042"	"Colorado"	"08"	1188	5617421	19.9
	"Lymphomas"	"33011-33042"	"Connecticut"	"09"	1084	3575324	24.6
	"Lymphomas"	"33011-33042"	"Delaware"	"10"	244	957942	20.1
	"Lymphomas"	"33011-33042"	"District of Columbia"	"11"	114	697079	16.7
	"Lymphomas"	"33011-33042"	"Florida"	"12"	7047	20977089	25.2
	"Lymphomas"	"33011-33042"	"Georgia"	"13"	2197	10417031	20.0
	"Lymphomas"	"33011-33042"	"Hawaii"	"15"	330	1425763	18.7
	"Lymphomas"	"33011-33042"	"Idaho"	"16"	403	1719745	20.8
	"Lymphomas"	"33011-33042"	"Illinois"	"17"	3256	12779893	22.3
	"Lymphomas"	"33011-33042"	"Indiana"	"18"	1676	6662068	22.0
	"Lymphomas"	"33011-33042"	"Iowa"	"19"	893	3143734	23.9
	"Lymphomas"	"33011-33042"	"Kansas"	"20"	715	2910892	21.5
	"Lymphomas"	"33011-33042"	"Kentucky"	"21"	1187	4455590	22.5
	"Lymphomas"	"33011-33042"	"Louisiana"	"22"	1140	4673673	21.9
	"Lymphomas"	"33011-33042"	"Maine"	"23"	433	1335743	23.5
	"Lymphomas"	"33011-33042"	"Maryland"	"24"	1495	6028186	21.5
	"Lymphomas"	"33011-33042"	"Massachusetts"	"25"	1788	6863560	21.8
	"Lymphomas"	"33011-33042"	"Michigan"	"26"	2524	9976752	20.9
	"Lymphomas"	"33011-33042"	"Minnesota"	"27"	1582	5569283	24.5
	"Lymphomas"	"33011-33042"	"Mississippi"	"28"	644	2990674	19.1
	"Lymphomas"	"33011-33042"	"Missouri"	"29"	1580	6111382	21.3
	"Lymphomas"	"33011-33042"	"Montana"	"30"	276	1053862	21.2
	"Lymphomas"	"33011-33042"	"Nebraska"	"31"	568	1916998	25.7
	"Lymphomas"	"33011-33042"	"Nevada"	"32"	640	2972097	18.9
	"Lymphomas"	"33011-33042"	"New Hampshire"	"33"	398	1350395	23.2
	"Lymphomas"	"33011-33042"	"New Jersey"	"34"	2648	8888147	25.1
	"Lymphomas"	"33011-33042"	"New Mexico"	"35"	415	2092844	16.4
	"Lymphomas"	"33011-33042"	"New York"	"36"	5754	19593849	24.8
	"Lymphomas"	"33011-33042"	"North Carolina"	"37"	2411	10275758	20.1
	"Lymphomas"	"33011-33042"	"North Dakota"	"38"	195	756755	23.0
	"Lymphomas"	"33011-33042"	"Ohio"	"39"	3110	11665706	22.0
	"Lymphomas"	"33011-33042"	"Oklahoma"	"40"	882	3933602	19.6
	"Lymphomas"	"33011-33042"	"Oregon"	"41"	1055	4147294	21.1
	"Lymphomas"	"33011-33042"	"Pennsylvania"	"42"	3771	12794679	23.5
	"Lymphomas"	"33011-33042"	"Rhode Island"	"44"	278	1056554	21.2
	"Lymphomas"	"33011-33042"	"South Carolina"	"45"	1140	5027102	18.7
	"Lymphomas"	"33011-33042"	"South Dakota"	"46"	226	873732	21.8
	"Lymphomas"	"33011-33042"	"Tennessee"	"47"	1642	6714748	20.7
	"Lymphomas"	"33011-33042"	"Texas"	"48"	5498	28291024	19.7
	"Lymphomas"	"33011-33042"	"Utah"	"49"	569	3103540	20.9
	"Lymphomas"	"33011-33042"	"Vermont"	"50"	172	625132	20.5
	"Lymphomas"	"33011-33042"	"Virginia"	"51"	1855	8471011	19.3
	"Lymphomas"	"33011-33042"	"Washington"	"53"	1800	7427951	21.6
	"Lymphomas"	"33011-33042"	"West Virginia"	"54"	539	1818683	22.6
	"Lymphomas"	"33011-33042"	"Wisconsin"	"55"	1657	5793147	23.7
	"Lymphomas"	"33011-33042"	"Wyoming"	"56"	120	579994	17.9
	"Hodgkin Lymphoma"	"33011-33012"	"Alabama"	"01"	131	4877989	2.6
	"Hodgkin Lymphoma"	"33011-33012"	"Alaska"	"02"	22	740983	3.1
	"Hodgkin Lymphoma"	"33011-33012"	"Arizona"	"04"	150	7048088	2.0
	"Hodgkin Lymphoma"	"33011-33012"	"Arkansas"	"05"	79	3003855	2.6
	"Hodgkin Lymphoma"	"33011-33012"	"California"	"06"	882	39337785	2.2
	"Hodgkin Lymphoma"	"33011-33012"	"Colorado"	"08"	136	5617421	2.4
	"Hodgkin Lymphoma"	"33011-33012"	"Connecticut"	"09"	115	3575324	3.0
	"Hodgkin Lymphoma"	"33011-33012"	"Delaware"	"10"	23	957942	2.4
	"Hodgkin Lymphoma"	"33011-33012"	"District of Columbia"	"11"	20	697079	2.7
	"Hodgkin Lymphoma"	"33011-33012"	"Florida"	"12"	721	20977089	3.3
	"Hodgkin Lymphoma"	"33011-33012"	"Georgia"	"13"	235	10417031	2.2
	"Hodgkin Lymphoma"	"33011-33012"	"Hawaii"	"15"	25	1425763	1.7
	"Hodgkin Lymphoma"	"33011-33012"	"Idaho"	"16"	44	1719745	2.5
	"Hodgkin Lymphoma"	"33011-33012"	"Illinois"	"17"	388	12779893	3.0
	"Hodgkin Lymphoma"	"33011-33012"	"Indiana"	"18"	192	6662068	2.8
	"Hodgkin Lymphoma"	"33011-33012"	"Iowa"	"19"	82	3143734	2.6
	"Hodgkin Lymphoma"	"33011-33012"	"Kansas"	"20"	74	2910892	2.5
	"Hodgkin Lymphoma"	"33011-33012"	"Kentucky"	"21"	119	4455590	2.6
	"Hodgkin Lymphoma"	"33011-33012"	"Louisiana"	"22"	136	4673673	2.8
	"Hodgkin Lymphoma"	"33011-33012"	"Maine"	"23"	37	1335743	2.4
	"Hodgkin Lymphoma"	"33011-33012"	"Maryland"	"24"	157	6028186	2.5
	"Hodgkin Lymphoma"	"33011-33012"	"Massachusetts"	"25"	191	6863560	2.7
	"Hodgkin Lymphoma"	"33011-33012"	"Michigan"	"26"	239	9976752	2.4
	"Hodgkin Lymphoma"	"33011-33012"	"Minnesota"	"27"	153	5569283	2.8
	"Hodgkin Lymphoma"	"33011-33012"	"Mississippi"	"28"	75	2990674	2.5
	"Hodgkin Lymphoma"	"33011-33012"	"Missouri"	"29"	164	6111382	2.6
	"Hodgkin Lymphoma"	"33011-33012"	"Montana"	"30"	21	1053862	1.9
	"Hodgkin Lymphoma"	"33011-33012"	"Nebraska"	"31"	64	1916998	3.2
	"Hodgkin Lymphoma"	"33011-33012"	"Nevada"	"32"	69	2972097	2.3
	"Hodgkin Lymphoma"	"33011-33012"	"New Hampshire"	"33"	36	1350395	2.6
	"Hodgkin Lymphoma"	"33011-33012"	"New Jersey"	"34"	302	8888147	3.4
	"Hodgkin Lymphoma"	"33011-33012"	"New Mexico"	"35"	43	2092844	2.0
	"Hodgkin Lymphoma"	"33011-33012"	"New York"	"36"	643	19593849	3.1
	"Hodgkin Lymphoma"	"33011-33012"	"North Carolina"	"37"	283	10275758	2.7
	"Hodgkin Lymphoma"	"33011-33012"	"Ohio"	"39"	330	11665706	2.7
	"Hodgkin Lymphoma"	"33011-33012"	"Oklahoma"	"40"	76	3933602	1.8
	"Hodgkin Lymphoma"	"33011-33012"	"Oregon"	"41"	112	4147294	2.7
	"Hodgkin Lymphoma"	"33011-33012"	"Pennsylvania"	"42"	420	12794679	3.2
	"Hodgkin Lymphoma"	"33011-33012"	"Rhode Island"	"44"	47	1056554	4.2
	"Hodgkin Lymphoma"	"33011-33012"	"South Carolina"	"45"	123	5027102	2.3
	"Hodgkin Lymphoma"	"33011-33012"	"South Dakota"	"46"	17	873732	1.9
	"Hodgkin Lymphoma"	"33011-33012"	"Tennessee"	"47"	164	6714748	2.4
	"Hodgkin Lymphoma"	"33011-33012"	"Texas"	"48"	641	28291024	2.3
	"Hodgkin Lymphoma"	"33011-33012"	"Utah"	"49"	68	3103540	2.1
	"Hodgkin Lymphoma"	"33011-33012"	"Vermont"	"50"	22	625132	3.1
	"Hodgkin Lymphoma"	"33011-33012"	"Virginia"	"51"	217	8471011	2.5
	"Hodgkin Lymphoma"	"33011-33012"	"Washington"	"53"	163	7427951	2.1
	"Hodgkin Lymphoma"	"33011-33012"	"West Virginia"	"54"	53	1818683	3.0
	"Hodgkin Lymphoma"	"33011-33012"	"Wisconsin"	"55"	185	5793147	3.0
	"Hodgkin Lymphoma"	"33011-33012"	"Wyoming"	"56"	17	579994	2.9
	"Hodgkin - Nodal"	"33011"	"Alabama"	"01"	128	4877989	2.5
	"Hodgkin - Nodal"	"33011"	"Alaska"	"02"	22	740983	3.1
	"Hodgkin - Nodal"	"33011"	"Arizona"	"04"	144	7048088	1.9
	"Hodgkin - Nodal"	"33011"	"Arkansas"	"05"	77	3003855	2.5
	"Hodgkin - Nodal"	"33011"	"California"	"06"	872	39337785	2.2
	"Hodgkin - Nodal"	"33011"	"Colorado"	"08"	136	5617421	2.4
	"Hodgkin - Nodal"	"33011"	"Connecticut"	"09"	113	3575324	3.0
	"Hodgkin - Nodal"	"33011"	"Delaware"	"10"	23	957942	2.4
	"Hodgkin - Nodal"	"33011"	"District of Columbia"	"11"	18	697079	2.5
	"Hodgkin - Nodal"	"33011"	"Florida"	"12"	720	20977089	3.3
	"Hodgkin - Nodal"	"33011"	"Georgia"	"13"	230	10417031	2.2
	"Hodgkin - Nodal"	"33011"	"Hawaii"	"15"	23	1425763	1.5
	"Hodgkin - Nodal"	"33011"	"Idaho"	"16"	44	1719745	2.5
	"Hodgkin - Nodal"	"33011"	"Illinois"	"17"	380	12779893	2.9
	"Hodgkin - Nodal"	"33011"	"Indiana"	"18"	186	6662068	2.8
	"Hodgkin - Nodal"	"33011"	"Iowa"	"19"	82	3143734	2.6
	"Hodgkin - Nodal"	"33011"	"Kansas"	"20"	73	2910892	2.5
	"Hodgkin - Nodal"	"33011"	"Kentucky"	"21"	117	4455590	2.6
	"Hodgkin - Nodal"	"33011"	"Louisiana"	"22"	135	4673673	2.8
	"Hodgkin - Nodal"	"33011"	"Maine"	"23"	37	1335743	2.4
	"Hodgkin - Nodal"	"33011"	"Maryland"	"24"	155	6028186	2.5
	"Hodgkin - Nodal"	"33011"	"Massachusetts"	"25"	191	6863560	2.7
	"Hodgkin - Nodal"	"33011"	"Michigan"	"26"	235	9976752	2.3
	"Hodgkin - Nodal"	"33011"	"Minnesota"	"27"	148	5569283	2.7
	"Hodgkin - Nodal"	"33011"	"Mississippi"	"28"	73	2990674	2.4
	"Hodgkin - Nodal"	"33011"	"Missouri"	"29"	161	6111382	2.6
	"Hodgkin - Nodal"	"33011"	"Montana"	"30"	21	1053862	1.9
	"Hodgkin - Nodal"	"33011"	"Nebraska"	"31"	63	1916998	3.2
	"Hodgkin - Nodal"	"33011"	"Nevada"	"32"	68	2972097	2.3
	"Hodgkin - Nodal"	"33011"	"New Hampshire"	"33"	36	1350395	2.6
	"Hodgkin - Nodal"	"33011"	"New Jersey"	"34"	300	8888147	3.4
	"Hodgkin - Nodal"	"33011"	"New Mexico"	"35"	43	2092844	2.0
	"Hodgkin - Nodal"	"33011"	"New York"	"36"	640	19593849	3.1
	"Hodgkin - Nodal"	"33011"	"North Carolina"	"37"	280	10275758	2.6
	"Hodgkin - Nodal"	"33011"	"Ohio"	"39"	327	11665706	2.7
	"Hodgkin - Nodal"	"33011"	"Oklahoma"	"40"	75	3933602	1.8
	"Hodgkin - Nodal"	"33011"	"Oregon"	"41"	107	4147294	2.5
	"Hodgkin - Nodal"	"33011"	"Pennsylvania"	"42"	416	12794679	3.2
	"Hodgkin - Nodal"	"33011"	"Rhode Island"	"44"	46	1056554	4.1
	"Hodgkin - Nodal"	"33011"	"South Carolina"	"45"	122	5027102	2.3
	"Hodgkin - Nodal"	"33011"	"South Dakota"	"46"	16	873732	1.8
	"Hodgkin - Nodal"	"33011"	"Tennessee"	"47"	164	6714748	2.4
	"Hodgkin - Nodal"	"33011"	"Texas"	"48"	637	28291024	2.3
	"Hodgkin - Nodal"	"33011"	"Utah"	"49"	64	3103540	2.0
	"Hodgkin - Nodal"	"33011"	"Vermont"	"50"	21	625132	2.8
	"Hodgkin - Nodal"	"33011"	"Virginia"	"51"	211	8471011	2.4
	"Hodgkin - Nodal"	"33011"	"Washington"	"53"	163	7427951	2.1
	"Hodgkin - Nodal"	"33011"	"West Virginia"	"54"	53	1818683	3.0
	"Hodgkin - Nodal"	"33011"	"Wisconsin"	"55"	178	5793147	2.9
	"Hodgkin - Nodal"	"33011"	"Wyoming"	"56"	16	579994	2.8
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Alabama"	"01"	968	4877989	16.2
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Alaska"	"02"	123	740983	17.2
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Arizona"	"04"	1321	7048088	15.2
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Arkansas"	"05"	692	3003855	19.0
	"Non-Hodgkin Lymphoma"	"33041-33042"	"California"	"06"	7668	39337785	17.9
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Colorado"	"08"	1052	5617421	17.5
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Connecticut"	"09"	969	3575324	21.5
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Delaware"	"10"	221	957942	17.7
	"Non-Hodgkin Lymphoma"	"33041-33042"	"District of Columbia"	"11"	94	697079	14.0
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Florida"	"12"	6326	20977089	21.9
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Georgia"	"13"	1962	10417031	17.8
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Hawaii"	"15"	305	1425763	17.0
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Idaho"	"16"	359	1719745	18.4
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Illinois"	"17"	2868	12779893	19.4
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Indiana"	"18"	1484	6662068	19.2
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Iowa"	"19"	811	3143734	21.3
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Kansas"	"20"	641	2910892	19.0
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Kentucky"	"21"	1068	4455590	19.8
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Louisiana"	"22"	1004	4673673	19.0
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Maine"	"23"	396	1335743	21.1
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Maryland"	"24"	1338	6028186	19.0
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Massachusetts"	"25"	1597	6863560	19.1
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Michigan"	"26"	2285	9976752	18.6
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Minnesota"	"27"	1429	5569283	21.7
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Mississippi"	"28"	569	2990674	16.6
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Missouri"	"29"	1416	6111382	18.7
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Montana"	"30"	255	1053862	19.3
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Nebraska"	"31"	504	1916998	22.4
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Nevada"	"32"	571	2972097	16.6
	"Non-Hodgkin Lymphoma"	"33041-33042"	"New Hampshire"	"33"	362	1350395	20.6
	"Non-Hodgkin Lymphoma"	"33041-33042"	"New Jersey"	"34"	2346	8888147	21.7
	"Non-Hodgkin Lymphoma"	"33041-33042"	"New Mexico"	"35"	372	2092844	14.4
	"Non-Hodgkin Lymphoma"	"33041-33042"	"New York"	"36"	5111	19593849	21.6
	"Non-Hodgkin Lymphoma"	"33041-33042"	"North Carolina"	"37"	2128	10275758	17.4
	"Non-Hodgkin Lymphoma"	"33041-33042"	"North Dakota"	"38"	180	756755	21.2
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Ohio"	"39"	2780	11665706	19.3
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Oklahoma"	"40"	806	3933602	17.8
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Oregon"	"41"	943	4147294	18.5
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Pennsylvania"	"42"	3351	12794679	20.3
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Rhode Island"	"44"	231	1056554	17.1
	"Non-Hodgkin Lymphoma"	"33041-33042"	"South Carolina"	"45"	1017	5027102	16.4
	"Non-Hodgkin Lymphoma"	"33041-33042"	"South Dakota"	"46"	209	873732	19.9
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Tennessee"	"47"	1478	6714748	18.3
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Texas"	"48"	4857	28291024	17.4
