"Notes"	"Cancer Sites"	"Cancer Sites Code"	"States"	"States Code"	Count	Population	Age-Adjusted Rate
	"Hodgkin - Nodal"	"33011"	"Kansas"	"20"	56	2912748	1.9
	"Hodgkin - Nodal"	"33011"	"Kentucky"	"21"	117	4464273	2.6
	"Hodgkin - Nodal"	"33011"	"Louisiana"	"22"	125	4664450	2.6
	"Hodgkin - Nodal"	"33011"	"Maine"	"23"	41	1340123	2.6
	"Hodgkin - Nodal"	"33011"	"Maryland"	"24"	147	6042153	2.4
	"Hodgkin - Nodal"	"33011"	"Massachusetts"	"25"	223	6885720	3.1
	"Hodgkin - Nodal"	"33011"	"Michigan"	"26"	275	9987286	2.7
	"Hodgkin - Nodal"	"33011"	"Minnesota"	"27"	188	5608762	3.3
	"Hodgkin - Nodal"	"33011"	"Mississippi"	"28"	73	2982879	2.3
	"Hodgkin - Nodal"	"33011"	"Missouri"	"29"	158	6125986	2.5
	"Hodgkin - Nodal"	"33011"	"Montana"	"30"	26	1061818	2.5
	"Hodgkin - Nodal"	"33011"	"Nebraska"	"31"	34	1925512	1.8
	"Hodgkin - Nodal"	"33011"	"New Hampshire"	"33"	44	1355064	3.1
	"Hodgkin - Nodal"	"33011"	"New Jersey"	"34"	283	8891730	3.1
	"Hodgkin - Nodal"	"33011"	"New Mexico"	"35"	39	2093754	1.8
	"Hodgkin - Nodal"	"33011"	"New York"	"36"	558	19544098	2.7
	"Hodgkin - Nodal"	"33011"	"North Carolina"	"37"	278	10391358	2.6
	"Hodgkin - Nodal"	"33011"	"North Dakota"	"38"	24	760062	3.2
	"Hodgkin - Nodal"	"33011"	"Ohio"	"39"	288	11680892	2.4
	"Hodgkin - Nodal"	"33011"	"Oklahoma"	"40"	80	3943488	2.1
	"Hodgkin - Nodal"	"33011"	"Oregon"	"41"	104	4183538	2.5
	"Hodgkin - Nodal"	"33011"	"Pennsylvania"	"42"	394	12809107	3.0
	"Hodgkin - Nodal"	"33011"	"Rhode Island"	"44"	28	1059338	2.3
	"Hodgkin - Nodal"	"33011"	"South Carolina"	"45"	119	5091702	2.2
	"Hodgkin - Nodal"	"33011"	"South Dakota"	"46"	25	879386	2.8
	"Hodgkin - Nodal"	"33011"	"Tennessee"	"47"	169	6778180	2.4
	"Hodgkin - Nodal"	"33011"	"Texas"	"48"	631	28624564	2.2
	"Hodgkin - Nodal"	"33011"	"Utah"	"49"	72	3155153	2.3
	"Hodgkin - Nodal"	"33011"	"Virginia"	"51"	178	8510920	2.0
	"Hodgkin - Nodal"	"33011"	"Washington"	"53"	182	7526793	2.4
	"Hodgkin - Nodal"	"33011"	"West Virginia"	"54"	41	1805953	2.1
	"Hodgkin - Nodal"	"33011"	"Wisconsin"	"55"	178	5809319	2.9
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Alabama"	"01"	871	4891628	14.3
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Alaska"	"02"	117	736624	15.6
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Arizona"	"04"	1356	7164228	15.3
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Arkansas"	"05"	672	3012161	17.8
	"Non-Hodgkin Lymphoma"	"33041-33042"	"California"	"06"	7766	39437463	17.8
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Colorado"	"08"	1015	5697155	16.5
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Connecticut"	"09"	902	3574561	19.6
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Delaware"	"10"	240	966985	19.0
	"Non-Hodgkin Lymphoma"	"33041-33042"	"District of Columbia"	"11"	103	704147	15.1
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Florida"	"12"	6608	21254926	22.3
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Georgia"	"13"	1993	10519389	17.6
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Hawaii"	"15"	274	1423102	15.0
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Idaho"	"16"	370	1752074	18.1
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Illinois"	"17"	2770	12724685	18.4
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Indiana"	"18"	1426	6698481	18.1
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Iowa"	"19"	846	3149900	21.5
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Kansas"	"20"	591	2912748	17.1
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Kentucky"	"21"	1059	4464273	19.5
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Louisiana"	"22"	976	4664450	18.1
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Maine"	"23"	393	1340123	20.0
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Maryland"	"24"	1265	6042153	17.7
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Massachusetts"	"25"	1635	6885720	19.0
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Michigan"	"26"	2472	9987286	19.7
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Minnesota"	"27"	1470	5608762	21.7
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Mississippi"	"28"	600	2982879	17.2
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Missouri"	"29"	1346	6125986	17.8
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Montana"	"30"	254	1061818	17.9
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Nebraska"	"31"	435	1925512	19.3
	"Non-Hodgkin Lymphoma"	"33041-33042"	"New Hampshire"	"33"	355	1355064	19.2
	"Non-Hodgkin Lymphoma"	"33041-33042"	"New Jersey"	"34"	2447	8891730	22.4
	"Non-Hodgkin Lymphoma"	"33041-33042"	"New Mexico"	"35"	380	2093754	14.5
	"Non-Hodgkin Lymphoma"	"33041-33042"	"New York"	"36"	5003	19544098	21.1
	"Non-Hodgkin Lymphoma"	"33041-33042"	"North Carolina"	"37"	2172	10391358	17.5
	"Non-Hodgkin Lymphoma"	"33041-33042"	"North Dakota"	"38"	154	760062	17.7
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Ohio"	"39"	2819	11680892	19.1
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Oklahoma"	"40"	766	3943488	16.6
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Oregon"	"41"	942	4183538	17.9
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Pennsylvania"	"42"	3457	12809107	20.4
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Rhode Island"	"44"	241	1059338	18.5
	"Non-Hodgkin Lymphoma"	"33041-33042"	"South Carolina"	"45"	1028	5091702	16.2
	"Non-Hodgkin Lymphoma"	"33041-33042"	"South Dakota"	"46"	206	879386	19.2
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Tennessee"	"47"	1470	6778180	17.9
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Texas"	"48"	5004	28624564	17.4
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Utah"	"49"	499	3155153	17.9
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Vermont"	"50"	156	624802	17.1
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Virginia"	"51"	1620	8510920	16.4
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Washington"	"53"	1719	7526793	19.6
	"Non-Hodgkin Lymphoma"	"33041-33042"	"West Virginia"	"54"	492	1805953	19.7
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Wisconsin"	"55"	1532	5809319	21.1
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Wyoming"	"56"	123	579054	17.1
	"NHL - Nodal"	"33041"	"Alabama"	"01"	571	4891628	9.5
	"NHL - Nodal"	"33041"	"Alaska"	"02"	84	736624	11.5
	"NHL - Nodal"	"33041"	"Arizona"	"04"	923	7164228	10.4
	"NHL - Nodal"	"33041"	"Arkansas"	"05"	453	3012161	11.9
	"NHL - Nodal"	"33041"	"California"	"06"	5073	39437463	11.6
	"NHL - Nodal"	"33041"	"Colorado"	"08"	697	5697155	11.3
	"NHL - Nodal"	"33041"	"Connecticut"	"09"	557	3574561	12.0
	"NHL - Nodal"	"33041"	"Delaware"	"10"	151	966985	11.5
	"NHL - Nodal"	"33041"	"District of Columbia"	"11"	68	704147	10.2
	"NHL - Nodal"	"33041"	"Florida"	"12"	4917	21254926	16.5
	"NHL - Nodal"	"33041"	"Georgia"	"13"	1281	10519389	11.3
	"NHL - Nodal"	"33041"	"Hawaii"	"15"	154	1423102	8.5
	"NHL - Nodal"	"33041"	"Idaho"	"16"	264	1752074	12.9
	"NHL - Nodal"	"33041"	"Illinois"	"17"	1962	12724685	13.0
	"NHL - Nodal"	"33041"	"Indiana"	"18"	999	6698481	12.6
	"NHL - Nodal"	"33041"	"Iowa"	"19"	587	3149900	14.9
	"NHL - Nodal"	"33041"	"Kansas"	"20"	388	2912748	11.3
	"NHL - Nodal"	"33041"	"Kentucky"	"21"	722	4464273	13.4
	"NHL - Nodal"	"33041"	"Louisiana"	"22"	685	4664450	12.7
	"NHL - Nodal"	"33041"	"Maine"	"23"	269	1340123	13.6
	"NHL - Nodal"	"33041"	"Maryland"	"24"	829	6042153	11.5
	"NHL - Nodal"	"33041"	"Massachusetts"	"25"	1063	6885720	12.4
	"NHL - Nodal"	"33041"	"Michigan"	"26"	1576	9987286	12.5
	"NHL - Nodal"	"33041"	"Minnesota"	"27"	1013	5608762	14.9
	"NHL - Nodal"	"33041"	"Mississippi"	"28"	403	2982879	11.5
	"NHL - Nodal"	"33041"	"Missouri"	"29"	940	6125986	12.4
	"NHL - Nodal"	"33041"	"Montana"	"30"	161	1061818	11.4
	"NHL - Nodal"	"33041"	"Nebraska"	"31"	277	1925512	12.2
	"NHL - Nodal"	"33041"	"New Hampshire"	"33"	230	1355064	12.6
	"NHL - Nodal"	"33041"	"New Jersey"	"34"	1562	8891730	14.2
	"NHL - Nodal"	"33041"	"New Mexico"	"35"	249	2093754	9.7
	"NHL - Nodal"	"33041"	"New York"	"36"	3265	19544098	13.6
	"NHL - Nodal"	"33041"	"North Carolina"	"37"	1543	10391358	12.4
	"NHL - Nodal"	"33041"	"North Dakota"	"38"	100	760062	11.6
	"NHL - Nodal"	"33041"	"Ohio"	"39"	2108	11680892	14.3
	"NHL - Nodal"	"33041"	"Oklahoma"	"40"	536	3943488	11.5
	"NHL - Nodal"	"33041"	"Oregon"	"41"	632	4183538	12.0
	"NHL - Nodal"	"33041"	"Pennsylvania"	"42"	2339	12809107	13.8
	"NHL - Nodal"	"33041"	"Rhode Island"	"44"	168	1059338	12.9
	"NHL - Nodal"	"33041"	"South Carolina"	"45"	701	5091702	11.0
	"NHL - Nodal"	"33041"	"South Dakota"	"46"	140	879386	13.2
	"NHL - Nodal"	"33041"	"Tennessee"	"47"	1022	6778180	12.4
	"NHL - Nodal"	"33041"	"Texas"	"48"	3531	28624564	12.3
	"NHL - Nodal"	"33041"	"Utah"	"49"	322	3155153	11.6
	"NHL - Nodal"	"33041"	"Vermont"	"50"	114	624802	12.5
	"NHL - Nodal"	"33041"	"Virginia"	"51"	1139	8510920	11.5
	"NHL - Nodal"	"33041"	"Washington"	"53"	1210	7526793	13.7
	"NHL - Nodal"	"33041"	"West Virginia"	"54"	337	1805953	13.6
	"NHL - Nodal"	"33041"	"Wisconsin"	"55"	989	5809319	13.6
	"NHL - Nodal"	"33041"	"Wyoming"	"56"	78	579054	10.8
	"NHL - Extranodal"	"33042"	"Alabama"	"01"	300	4891628	4.9
	"NHL - Extranodal"	"33042"	"Alaska"	"02"	33	736624	4.1
	"NHL - Extranodal"	"33042"	"Arizona"	"04"	433	7164228	4.9
	"NHL - Extranodal"	"33042"	"Arkansas"	"05"	219	3012161	5.9
	"NHL - Extranodal"	"33042"	"California"	"06"	2693	39437463	6.2
	"NHL - Extranodal"	"33042"	"Colorado"	"08"	318	5697155	5.2
	"NHL - Extranodal"	"33042"	"Connecticut"	"09"	345	3574561	7.6
	"NHL - Extranodal"	"33042"	"Delaware"	"10"	89	966985	7.5
	"NHL - Extranodal"	"33042"	"District of Columbia"	"11"	35	704147	5.0
	"NHL - Extranodal"	"33042"	"Florida"	"12"	1691	21254926	5.8
	"NHL - Extranodal"	"33042"	"Georgia"	"13"	712	10519389	6.3
	"NHL - Extranodal"	"33042"	"Hawaii"	"15"	120	1423102	6.5
	"NHL - Extranodal"	"33042"	"Idaho"	"16"	106	1752074	5.2
	"NHL - Extranodal"	"33042"	"Illinois"	"17"	808	12724685	5.4
	"NHL - Extranodal"	"33042"	"Indiana"	"18"	427	6698481	5.4
	"NHL - Extranodal"	"33042"	"Iowa"	"19"	259	3149900	6.6
	"NHL - Extranodal"	"33042"	"Kansas"	"20"	203	2912748	5.8
	"NHL - Extranodal"	"33042"	"Kentucky"	"21"	337	4464273	6.1
	"NHL - Extranodal"	"33042"	"Louisiana"	"22"	291	4664450	5.4
	"NHL - Extranodal"	"33042"	"Maine"	"23"	124	1340123	6.4
	"NHL - Extranodal"	"33042"	"Maryland"	"24"	436	6042153	6.2
	"NHL - Extranodal"	"33042"	"Massachusetts"	"25"	572	6885720	6.7
	"NHL - Extranodal"	"33042"	"Michigan"	"26"	896	9987286	7.2
	"NHL - Extranodal"	"33042"	"Minnesota"	"27"	457	5608762	6.8
	"NHL - Extranodal"	"33042"	"Mississippi"	"28"	197	2982879	5.7
	"NHL - Extranodal"	"33042"	"Missouri"	"29"	406	6125986	5.4
	"NHL - Extranodal"	"33042"	"Montana"	"30"	93	1061818	6.4
	"NHL - Extranodal"	"33042"	"Nebraska"	"31"	158	1925512	7.1
	"NHL - Extranodal"	"33042"	"New Hampshire"	"33"	125	1355064	6.7
	"NHL - Extranodal"	"33042"	"New Jersey"	"34"	885	8891730	8.2
	"NHL - Extranodal"	"33042"	"New Mexico"	"35"	131	2093754	4.8
	"NHL - Extranodal"	"33042"	"New York"	"36"	1738	19544098	7.5
	"NHL - Extranodal"	"33042"	"North Carolina"	"37"	629	10391358	5.1
	"NHL - Extranodal"	"33042"	"North Dakota"	"38"	54	760062	6.1
	"NHL - Extranodal"	"33042"	"Ohio"	"39"	711	11680892	4.9
	"NHL - Extranodal"	"33042"	"Oklahoma"	"40"	230	3943488	5.1
	"NHL - Extranodal"	"33042"	"Oregon"	"41"	310	4183538	5.9
	"NHL - Extranodal"	"33042"	"Pennsylvania"	"42"	1118	12809107	6.6
	"NHL - Extranodal"	"33042"	"Rhode Island"	"44"	73	1059338	5.6
	"NHL - Extranodal"	"33042"	"South Carolina"	"45"	327	5091702	5.2
	"NHL - Extranodal"	"33042"	"South Dakota"	"46"	66	879386	6.0
	"NHL - Extranodal"	"33042"	"Tennessee"	"47"	448	6778180	5.5
	"NHL - Extranodal"	"33042"	"Texas"	"48"	1473	28624564	5.1
	"NHL - Extranodal"	"33042"	"Utah"	"49"	177	3155153	6.3
	"NHL - Extranodal"	"33042"	"Vermont"	"50"	42	624802	4.6
	"NHL - Extranodal"	"33042"	"Virginia"	"51"	481	8510920	4.9
	"NHL - Extranodal"	"33042"	"Washington"	"53"	509	7526793	5.9
	"NHL - Extranodal"	"33042"	"West Virginia"	"54"	155	1805953	6.0
	"NHL - Extranodal"	"33042"	"Wisconsin"	"55"	543	5809319	7.5
	"NHL - Extranodal"	"33042"	"Wyoming"	"56"	45	579054	6.3
	"Myeloma"	"34000"	"Alabama"	"01"	478	4891628	7.5
	"Myeloma"	"34000"	"Alaska"	"02"	42	736624	5.9
	"Myeloma"	"34000"	"Arizona"	"04"	500	7164228	5.4
	"Myeloma"	"34000"	"Arkansas"	"05"	279	3012161	7.4
	"Myeloma"	"34000"	"California"	"06"	2598	39437463	5.8
	"Myeloma"	"34000"	"Colorado"	"08"	377	5697155	5.9
	"Myeloma"	"34000"	"Connecticut"	"09"	333	3574561	7.0
	"Myeloma"	"34000"	"Delaware"	"10"	94	966985	7.2
	"Myeloma"	"34000"	"District of Columbia"	"11"	66	704147	9.5
	"Myeloma"	"34000"	"Florida"	"12"	2586	21254926	8.3
	"Myeloma"	"34000"	"Georgia"	"13"	1005	10519389	8.7
	"Myeloma"	"34000"	"Hawaii"	"15"	81	1423102	4.2
	"Myeloma"	"34000"	"Idaho"	"16"	144	1752074	6.8
	"Myeloma"	"34000"	"Illinois"	"17"	1048	12724685	6.7
	"Myeloma"	"34000"	"Indiana"	"18"	511	6698481	6.2
	"Myeloma"	"34000"	"Iowa"	"19"	297	3149900	7.4
	"Myeloma"	"34000"	"Kansas"	"20"	216	2912748	6.2
	"Myeloma"	"34000"	"Kentucky"	"21"	399	4464273	7.2
	"Myeloma"	"34000"	"Louisiana"	"22"	444	4664450	7.9
	"Myeloma"	"34000"	"Maine"	"23"	112	1340123	5.5
	"Myeloma"	"34000"	"Maryland"	"24"	572	6042153	7.8
	"Myeloma"	"34000"	"Massachusetts"	"25"	545	6885720	6.2
	"Myeloma"	"34000"	"Michigan"	"26"	824	9987286	6.4
	"Myeloma"	"34000"	"Minnesota"	"27"	477	5608762	6.9
	"Myeloma"	"34000"	"Mississippi"	"28"	354	2982879	9.9
	"Myeloma"	"34000"	"Missouri"	"29"	503	6125986	6.3
	"Myeloma"	"34000"	"Montana"	"30"	104	1061818	6.9
	"Myeloma"	"34000"	"Nebraska"	"31"	151	1925512	6.7
	"Myeloma"	"34000"	"New Hampshire"	"33"	116	1355064	6.1
	"Myeloma"	"34000"	"New Jersey"	"34"	874	8891730	7.9
	"Myeloma"	"34000"	"New Mexico"	"35"	156	2093754	6.0
	"Myeloma"	"34000"	"New York"	"36"	1970	19544098	7.9
	"Myeloma"	"34000"	"North Carolina"	"37"	1009	10391358	7.8
	"Myeloma"	"34000"	"North Dakota"	"38"	40	760062	4.4
	"Myeloma"	"34000"	"Ohio"	"39"	968	11680892	6.4
	"Myeloma"	"34000"	"Oklahoma"	"40"	283	3943488	6.0
	"Myeloma"	"34000"	"Oregon"	"41"	274	4183538	4.8
	"Myeloma"	"34000"	"Pennsylvania"	"42"	1213	12809107	6.8
	"Myeloma"	"34000"	"Rhode Island"	"44"	69	1059338	4.6
	"Myeloma"	"34000"	"South Carolina"	"45"	495	5091702	7.4
	"Myeloma"	"34000"	"South Dakota"	"46"	87	879386	8.1
	"Myeloma"	"34000"	"Tennessee"	"47"	538	6778180	6.4
	"Myeloma"	"34000"	"Texas"	"48"	2181	28624564	7.6
	"Myeloma"	"34000"	"Utah"	"49"	159	3155153	5.6
	"Myeloma"	"34000"	"Vermont"	"50"	49	624802	5.5
	"Myeloma"	"34000"	"Virginia"	"51"	664	8510920	6.5
	"Myeloma"	"34000"	"Washington"	"53"	581	7526793	6.6
	"Myeloma"	"34000"	"West Virginia"	"54"	171	1805953	6.5
	"Myeloma"	"34000"	"Wisconsin"	"55"	522	5809319	6.9
	"Myeloma"	"34000"	"Wyoming"	"56"	32	579054	4.3
	"Leukemias"	"35011-35043"	"Alabama"	"01"	814	4891628	13.8
	"Leukemias"	"35011-35043"	"Alaska"	"02"	80	736624	10.3
	"Leukemias"	"35011-35043"	"Arizona"	"04"	878	7164228	10.5
	"Leukemias"	"35011-35043"	"Arkansas"	"05"	536	3012161	14.7
	"Leukemias"	"35011-35043"	"California"	"06"	5035	39437463	11.8
	"Leukemias"	"35011-35043"	"Colorado"	"08"	753	5697155	12.4
	"Leukemias"	"35011-35043"	"Connecticut"	"09"	649	3574561	14.2
	"Leukemias"	"35011-35043"	"Delaware"	"10"	147	966985	11.9
	"Leukemias"	"35011-35043"	"District of Columbia"	"11"	67	704147	9.8
	"Leukemias"	"35011-35043"	"Florida"	"12"	5020	21254926	17.2
	"Leukemias"	"35011-35043"	"Georgia"	"13"	1605	10519389	14.4
	"Leukemias"	"35011-35043"	"Hawaii"	"15"	173	1423102	9.7
	"Leukemias"	"35011-35043"	"Idaho"	"16"	334	1752074	16.9
	"Leukemias"	"35011-35043"	"Illinois"	"17"	1937	12724685	13.2
	"Leukemias"	"35011-35043"	"Indiana"	"18"	1015	6698481	13.1
	"Leukemias"	"35011-35043"	"Iowa"	"19"	652	3149900	16.8
	"Leukemias"	"35011-35043"	"Kansas"	"20"	475	2912748	14.1
	"Leukemias"	"35011-35043"	"Kentucky"	"21"	820	4464273	15.5
	"Leukemias"	"35011-35043"	"Louisiana"	"22"	704	4664450	13.3
	"Leukemias"	"35011-35043"	"Maine"	"23"	266	1340123	14.5
	"Leukemias"	"35011-35043"	"Maryland"	"24"	870	6042153	12.5
	"Leukemias"	"35011-35043"	"Massachusetts"	"25"	1038	6885720	12.6
	"Leukemias"	"35011-35043"	"Michigan"	"26"	1636	9987286	13.3
	"Leukemias"	"35011-35043"	"Minnesota"	"27"	1121	5608762	17.0
	"Leukemias"	"35011-35043"	"Mississippi"	"28"	421	2982879	11.9
	"Leukemias"	"35011-35043"	"Missouri"	"29"	1008	6125986	13.7
	"Leukemias"	"35011-35043"	"Montana"	"30"	205	1061818	14.9
	"Leukemias"	"35011-35043"	"Nebraska"	"31"	328	1925512	14.9
	"Leukemias"	"35011-35043"	"New Hampshire"	"33"	233	1355064	13.1
	"Leukemias"	"35011-35043"	"New Jersey"	"34"	1675	8891730	15.7
	"Leukemias"	"35011-35043"	"New Mexico"	"35"	315	2093754	12.5
	"Leukemias"	"35011-35043"	"New York"	"36"	3619	19544098	15.4
	"Leukemias"	"35011-35043"	"North Carolina"	"37"	1701	10391358	13.8
	"Leukemias"	"35011-35043"	"North Dakota"	"38"	126	760062	14.4
	"Leukemias"	"35011-35043"	"Ohio"	"39"	1792	11680892	12.7
	"Leukemias"	"35011-35043"	"Oklahoma"	"40"	577	3943488	12.8
	"Leukemias"	"35011-35043"	"Oregon"	"41"	629	4183538	12.5
	"Leukemias"	"35011-35043"	"Pennsylvania"	"42"	2451	12809107	15.1
	"Leukemias"	"35011-35043"	"Rhode Island"	"44"	203	1059338	15.9
	"Leukemias"	"35011-35043"	"South Carolina"	"45"	766	5091702	12.3
	"Leukemias"	"35011-35043"	"South Dakota"	"46"	156	879386	15.1
	"Leukemias"	"35011-35043"	"Tennessee"	"47"	1006	6778180	12.4
	"Leukemias"	"35011-35043"	"Texas"	"48"	4053	28624564	14.2
	"Leukemias"	"35011-35043"	"Utah"	"49"	414	3155153	14.6
	"Leukemias"	"35011-35043"	"Vermont"	"50"	113	624802	14.4
	"Leukemias"	"35011-35043"	"Virginia"	"51"	977	8510920	10.3
	"Leukemias"	"35011-35043"	"Washington"	"53"	1208	7526793	14.2
	"Leukemias"	"35011-35043"	"West Virginia"	"54"	385	1805953	15.9
	"Leukemias"	"35011-35043"	"Wisconsin"	"55"	1148	5809319	16.2
	"Leukemias"	"35011-35043"	"Wyoming"	"56"	75	579054	10.7
	"Acute Lymphocytic Leukemia"	"35011"	"Alabama"	"01"	71	4891628	1.5
	"Acute Lymphocytic Leukemia"	"35011"	"Arizona"	"04"	139	7164228	2.0
	"Acute Lymphocytic Leukemia"	"35011"	"Arkansas"	"05"	50	3012161	1.7
	"Acute Lymphocytic Leukemia"	"35011"	"California"	"06"	769	39437463	2.0
	"Acute Lymphocytic Leukemia"	"35011"	"Colorado"	"08"	93	5697155	1.7
	"Acute Lymphocytic Leukemia"	"35011"	"Connecticut"	"09"	37	3574561	1.1
	"Acute Lymphocytic Leukemia"	"35011"	"Florida"	"12"	454	21254926	2.1
	"Acute Lymphocytic Leukemia"	"35011"	"Georgia"	"13"	176	10519389	1.7
	"Acute Lymphocytic Leukemia"	"35011"	"Hawaii"	"15"	30	1423102	2.1
	"Acute Lymphocytic Leukemia"	"35011"	"Idaho"	"16"	28	1752074	1.6
	"Acute Lymphocytic Leukemia"	"35011"	"Illinois"	"17"	226	12724685	1.9
	"Acute Lymphocytic Leukemia"	"35011"	"Indiana"	"18"	107	6698481	1.6
	"Acute Lymphocytic Leukemia"	"35011"	"Iowa"	"19"	45	3149900	1.5
	"Acute Lymphocytic Leukemia"	"35011"	"Kansas"	"20"	44	2912748	1.5
	"Acute Lymphocytic Leukemia"	"35011"	"Kentucky"	"21"	76	4464273	1.7
	"Acute Lymphocytic Leukemia"	"35011"	"Louisiana"	"22"	75	4664450	1.7
	"Acute Lymphocytic Leukemia"	"35011"	"Maine"	"23"	21	1340123	1.8
	"Acute Lymphocytic Leukemia"	"35011"	"Maryland"	"24"	86	6042153	1.5
	"Acute Lymphocytic Leukemia"	"35011"	"Massachusetts"	"25"	97	6885720	1.6
	"Acute Lymphocytic Leukemia"	"35011"	"Michigan"	"26"	153	9987286	1.5
	"Acute Lymphocytic Leukemia"	"35011"	"Minnesota"	"27"	119	5608762	2.2
	"Acute Lymphocytic Leukemia"	"35011"	"Mississippi"	"28"	37	2982879	1.2
	"Acute Lymphocytic Leukemia"	"35011"	"Missouri"	"29"	98	6125986	1.6
	"Acute Lymphocytic Leukemia"	"35011"	"Nebraska"	"31"	26	1925512	1.4
	"Acute Lymphocytic Leukemia"	"35011"	"New Hampshire"	"33"	18	1355064	1.4
	"Acute Lymphocytic Leukemia"	"35011"	"New Jersey"	"34"	161	8891730	1.9
	"Acute Lymphocytic Leukemia"	"35011"	"New Mexico"	"35"	43	2093754	2.1
	"Acute Lymphocytic Leukemia"	"35011"	"New York"	"36"	323	19544098	1.7
	"Acute Lymphocytic Leukemia"	"35011"	"North Carolina"	"37"	161	10391358	1.5
	"Acute Lymphocytic Leukemia"	"35011"	"Ohio"	"39"	187	11680892	1.7
	"Acute Lymphocytic Leukemia"	"35011"	"Oklahoma"	"40"	63	3943488	1.6
	"Acute Lymphocytic Leukemia"	"35011"	"Oregon"	"41"	66	4183538	1.7
	"Acute Lymphocytic Leukemia"	"35011"	"Pennsylvania"	"42"	213	12809107	1.7
	"Acute Lymphocytic Leukemia"	"35011"	"Rhode Island"	"44"	23	1059338	2.4
	"Acute Lymphocytic Leukemia"	"35011"	"South Carolina"	"45"	74	5091702	1.5
	"Acute Lymphocytic Leukemia"	"35011"	"Tennessee"	"47"	82	6778180	1.2
	"Acute Lymphocytic Leukemia"	"35011"	"Texas"	"48"	572	28624564	2.0
	"Acute Lymphocytic Leukemia"	"35011"	"Utah"	"49"	53	3155153	1.5
	"Acute Lymphocytic Leukemia"	"35011"	"Virginia"	"51"	129	8510920	1.6
	"Acute Lymphocytic Leukemia"	"35011"	"Washington"	"53"	120	7526793	1.6
	"Acute Lymphocytic Leukemia"	"35011"	"West Virginia"	"54"	23	1805953	1.3
	"Acute Lymphocytic Leukemia"	"35011"	"Wisconsin"	"55"	97	5809319	1.8
	"Chronic Lymphocytic Leukemia"	"35012"	"Alabama"	"01"	267	4891628	4.2
	"Chronic Lymphocytic Leukemia"	"35012"	"Alaska"	"02"	20	736624	2.5
	"Chronic Lymphocytic Leukemia"	"35012"	"Arizona"	"04"	214	7164228	2.3
	"Chronic Lymphocytic Leukemia"	"35012"	"Arkansas"	"05"	205	3012161	5.2
	"Chronic Lymphocytic Leukemia"	"35012"	"California"	"06"	1358	39437463	3.0
	"Chronic Lymphocytic Leukemia"	"35012"	"Colorado"	"08"	244	5697155	3.7
	"Chronic Lymphocytic Leukemia"	"35012"	"Connecticut"	"09"	256	3574561	5.3
	"Chronic Lymphocytic Leukemia"	"35012"	"Delaware"	"10"	52	966985	3.9
	"Chronic Lymphocytic Leukemia"	"35012"	"District of Columbia"	"11"	26	704147	3.6
	"Chronic Lymphocytic Leukemia"	"35012"	"Florida"	"12"	1851	21254926	5.7
	"Chronic Lymphocytic Leukemia"	"35012"	"Georgia"	"13"	595	10519389	5.2
	"Chronic Lymphocytic Leukemia"	"35012"	"Hawaii"	"15"	45	1423102	2.2
	"Chronic Lymphocytic Leukemia"	"35012"	"Idaho"	"16"	133	1752074	6.4
	"Chronic Lymphocytic Leukemia"	"35012"	"Illinois"	"17"	615	12724685	4.0
